happy,sad,anger,surprise,disgust,fear,ASR,label,fname
2.3333333,0.0,0.0,0.0,0.0,0.0, hello city this is peter to speaking from and azalea,happy,MFrwi-RibUk_0.4603_4.1630.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, now if you didn't want to do that we have to one day seminars,happy,MFrwi-RibUk_92.9163_96.9023.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, no longer satisfied,low-intensity-sad,MFrwi-RibUk_59.1780_60.5249.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, your pockets check your own belongings,happy,MJnc4GUhUuY_73.0816_76.5437.wav
1.0,0.0,0.0,0.0,0.0,0.0, one side is by the customer god every,happy,MJnc4GUhUuY_76.5437_79.2487.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, while listening to his classes i can see what they mean by college teachers in high school,happy,MKShLlJ7X7g_21.3930_27.1620.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, building the foundation i would get into this abbreviated position here right there in the contraction and out crank away,low-intensity-happy,MNLG4-diuYM_30.9570_38.4360.wav
0.0,1.0,0.0,0.0,0.0,0.0, face the best way to determine how to approach her customers is develop a survey,sad,MTU_thei3-c_107.5070_112.5580.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, the linked just the latest video in the description area,happy,MbpPBLUjpV4_40.8100_44.7920.wav
0.0,0.0,0.0,0.0,0.0,0.0, and you must apply online which i provide the link on my website,none,MbpPBLUjpV4_52.8510_57.8910.wav
0.0,0.0,0.0,0.0,0.0,0.0, the price tag was purportedly around one hundred thousand pounds and here's the kicker it went on for four days,none,MnFRVJtHAeo_0.0000_6.2335.wav
0.0,0.0,0.33333334,0.0,0.33333334,0.0, so she is that and now i'm carrie,low-intensity-anger-disgust,MsjnLoTKAXo_242.1108_244.6274.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, for is i think my max for now i feel like,happy,MsjnLoTKAXo_261.0090_264.6918.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, it's got home because i stayed at the hospital so that i can write up my eight p this is my third eight mpg,happy,MsjnLoTKAXo_290.0031_296.5793.wav
0.33333334,0.0,0.0,0.0,0.0,0.6666667, i know it was it was pretty good shape actually but you know it hadn't been tuned it hadn't really been clean,fear,N0GhVkCwrqw_88.1010_93.1360.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, the i have a shape to channel fluid to the eye for optimum flushing and without unnecessary waste,happy,N0Y7x_fJ0Nw_38.7845_45.2810.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, simply twist the bottle to remove it and it's ready for use,happy,N0Y7x_fJ0Nw_52.9175_57.0640.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, this is my fourth the exchange,happy,N0pKIn6VhOw_0.0000_2.7265.wav
0.0,0.0,0.0,0.0,0.0,0.0, independence is essential to our legitimacy,none,N188QSyfmeQ_18.1860_21.1460.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, aha and she went into a barnes,happy,N3QuD26DuCI_11.4565_13.4520.wav
1.0,0.0,0.0,0.0,0.0,0.0, we grill once you get to that your why stars to improve on you through security spin and that's what it's all about,happy,N4WOBzpZtWM_30.3720_37.2290.wav
1.0,0.0,0.0,0.0,0.0,0.0, hey guys my name is ashley and i have been go into the in clinic for a few months now,happy,N7tS7A0WWpM_0.5100_6.3730.wav
0.0,0.6666667,0.33333334,0.0,0.33333334,0.33333334, after having a evaluation with doctor,sad,N7tS7A0WWpM_11.6260_14.8790.wav
0.6666667,0.0,0.6666667,0.0,0.0,0.0, and me and my family cannot say enough good things about the so,happy-anger,N7tS7A0WWpM_36.1150_39.7230.wav
0.0,0.33333334,0.33333334,0.0,0.33333334,0.0, i bet they're really devastated to see their kids' school going into the gutter and they're just looking for someone to blame,low-intensity-sad-anger-disgust,NCJTV5KaJJc_0.0000_5.3120.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, not saying it's easy,sad,NCJTV5KaJJc_16.1250_18.0230.wav
0.0,0.6666667,0.33333334,0.0,0.33333334,0.0, because i don't just get hate mail,sad,NCJTV5KaJJc_44.7000_47.1250.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, allow them to see themselves in that job,low-intensity-happy,NG7QLq4XlWo_133.1150_135.4250.wav
1.0,0.0,0.0,0.0,0.0,0.0, another thing that you should really consider is the copy of the job description,happy,NG7QLq4XlWo_69.5690_74.2390.wav
0.0,0.0,0.0,0.0,0.0,0.0, what am i tune with this who can be the eyes they can then bet most celsius,none,NKindd5Xn3s_112.4770_116.9880.wav
1.0,0.0,0.0,0.0,0.0,0.0, let's go for a coffee,happy,NOl0v54DaXo_38.0060_39.2035.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, i mean why would people want to talk to me,sad,NOl0v54DaXo_11.4715_14.1800.wav
0.0,0.33333334,0.33333334,0.33333334,0.6666667,0.0, i'm not even a journalist,disgust,NOl0v54DaXo_15.8215_17.7330.wav
0.0,0.0,0.0,0.0,0.0,0.0, and i figured i was now or never,none,NOl0v54DaXo_26.0120_27.8090.wav
0.33333334,0.6666667,0.0,0.0,0.0,0.0, read a book because that while it's a great consumer opportunity is not necessarily great marketing opportunity and,sad,NSihgq4R8Z0_70.1620_76.6290.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, but we must not underestimate the importance of practice exams,happy,NYuY6HVjMZQ_92.0785_97.7320.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, i touched blogging on the comments if you guys remember nintendo,low-intensity-happy,O2CEvvYWWbU_1.1690_4.9720.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, so that's pretty much it i really like the,happy,O2CEvvYWWbU_20.8505_22.8610.wav
0.33333334,0.33333334,0.0,0.0,0.0,0.0, currently we don't have cable just because ball and on a budget,low-intensity-happy-sad,O2CEvvYWWbU_39.0740_42.9750.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, the lines of getting approved for the best interest rates maybe consolidating some loans in some way of at any time,low-intensity-happy,O8IJh_L0EfM_14.1094_19.9511.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, he's the one making into the pushups right,low-intensity-happy,OAV6KKf60bQ_47.7090_49.6395.wav
0.0,0.33333334,0.33333334,0.0,0.33333334,0.0, or in this scenario this example that we have here we have a a drill sergeant and one of the cadets,low-intensity-sad-anger-disgust,OAV6KKf60bQ_39.5730_45.2595.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, it's really important to keep your manners and always to be thankful being,happy,OEMSGahoCmM_54.9560_59.2990.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, i wouldn't wanna talk about right now is narrative long form,happy,OEOkmrKvTUo_8.5530_12.7150.wav
1.0,0.0,0.0,0.0,0.0,0.0, i ended up giving me five hundred over wholesale for that diamond,happy,OFBc3z99bIc_79.1120_83.3830.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, there the original native ads and have been running successfully for decades selling billions of dollars of products now if you,happy,OHWyYVux-yw_101.6100_108.6770.wav
0.33333334,0.0,0.0,0.0,0.0,1.0, while then you even if they're coming up with a smile it's kind of intimidating so,fear,OJwO6g01qO8_52.0530_56.3260.wav
0.0,0.0,0.0,0.0,0.0,0.0, the next thing you want to do is actually personalize these business cards,none,OKSx1zxHGpQ_114.5620_118.0595.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, i remember that conversation,low-intensity-happy,OKSx1zxHGpQ_140.3240_141.6855.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, i have had tons of orders for you then they've set of me for years,low-intensity-happy,OKSx1zxHGpQ_27.4800_30.0490.wav
0.0,0.0,1.0,0.0,0.0,0.0, that can be a really great way to personalize and also stand up from the crowd,anger,OKSx1zxHGpQ_141.6855_145.3425.wav
0.0,0.0,0.33333334,0.0,0.0,0.0, look locally and see if there's anything for local business owners,low-intensity-anger,OKSx1zxHGpQ_44.5115_47.8840.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, it is to way not one way and then looking at it as multiple ways,happy,OOh1_ffKOKk_7.5040_12.4190.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, hamilton but when they do a powerful,happy,OdKp0hYomgs_280.7495_283.4196.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, correct today we're in seattle at a microsoft symposium for public safety,low-intensity-sad,Oj3XwBBrzXc_0.9590_5.9940.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, the big part of this is not having a fixed idea but how a person might do a thing that needs doing,happy,OxyQSJMvWBo_0.0000_5.1910.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, i think you know obviously in our heads we use a lot of shortcuts in our brains,sad,OxyQSJMvWBo_5.1910_9.2315.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, and i remember laughing to myself,happy,OxyQSJMvWBo_42.7555_44.6110.wav
0.0,0.0,0.33333334,0.0,0.33333334,0.0, was like this guy won't last a week,low-intensity-anger-disgust,OxyQSJMvWBo_44.6110_46.5520.wav
0.0,1.0,0.0,0.0,0.0,0.0, he was so quiet and shy and you could barely hear him when he spoke and that wasn't very often,sad,OxyQSJMvWBo_46.5520_51.4655.wav
0.0,0.0,0.0,0.0,0.0,0.0, so we think the same,none,OxyQSJMvWBo_21.8130_22.4910.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, the picture or manager,happy,OxyQSJMvWBo_26.0085_27.8290.wav
0.0,0.0,0.0,0.0,0.0,0.0, when we we kind of know what with all these people look like in our heads,none,OxyQSJMvWBo_27.8290_31.6555.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, the,low-intensity-happy,P0WaXnH37uI_25.3937_27.6696.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, we would have done emaar regardless of the incentive payments,low-intensity-happy,P3QEOJWxXI8_53.3260_56.5540.wav
0.33333334,0.33333334,0.0,0.0,0.0,0.0, it's something we wanted to do improve the patient,low-intensity-happy-sad,P3QEOJWxXI8_56.5540_58.9500.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, i'll also be working at the see id booth so stop by and say hi,happy,P4qxfjZlIrY_48.3510_53.0830.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, so the best place to start is to,low-intensity-happy,PHJ8eybXJdw_12.3830_14.5890.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, what to do so there's the forming of the team,low-intensity-happy,PHJ8eybXJdw_48.0320_51.7160.wav
0.0,0.0,0.0,0.0,0.0,0.0, writing an essay let's say on shakespeare you might give some quotations from the play to,none,PMH4mdJeojE_39.4317_44.2531.wav
0.0,0.0,0.0,0.0,0.0,0.0, so what does actually research do,none,PQYmOknHA4c_39.0140_40.4510.wav
0.0,0.6666667,0.0,0.0,0.0,0.33333334, as a teacher i believe there is a need to make accommodations for all learners,sad,PRZ4VhESz1A_0.0000_5.3055.wav
0.0,0.0,0.0,0.0,0.0,0.0, was no,none,PUIsiLk8etk_48.3027_50.2395.wav
0.0,0.33333334,0.0,0.0,0.0,0.33333334, at the miami dade emergency operations center,low-intensity-sad-fear,PbyI-sUzLZY_0.3905_3.0855.wav
1.3333334,0.0,0.0,0.33333334,0.0,0.0, and i think the best thing i got my placement was off see the spanish speaking,happy,PmemTgQHagk_32.9725_38.6345.wav
0.0,0.0,0.0,0.0,0.0,0.0, we'll get the documentation that you need,none,PoKZEKOf1dA_10.9575_13.4820.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, but again if you don't have it don't worry about it we can get that for you,happy,PoKZEKOf1dA_29.0015_33.5870.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, the family has known for quite some time,sad,PybuzkS31J4_35.1300_38.6044.wav
0.33333334,0.0,0.0,0.0,0.0,0.33333334, today we understand why our planet has collided with by pieces of asteroids and comets,low-intensity-happy-fear,Q7nhtfkIPN4_46.2075_50.4430.wav
0.0,0.0,0.0,0.0,0.0,0.0, in some cases targets a day to understand this planet,none,Q7nhtfkIPN4_14.9035_18.6950.wav
0.0,0.0,0.0,0.0,0.0,0.0, as our planet lives in space we need to be more situationally aware what space does to our world,none,Q7nhtfkIPN4_25.8530_31.2315.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, that that cosmic collision or debris produces signatures in the climate record of our planet,low-intensity-sad,Q7nhtfkIPN4_36.2600_41.7780.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, want to thank eric oliver and my brother has been with me this whole time getting this story told,happy,QE0pAVSPsKQ_7.9050_12.6750.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, direct response i like to think that i can get a return on investment from my copy my,happy,QMEgjkpyVzQ_8.1930_13.8120.wav
0.6666667,0.33333334,0.6666667,0.33333334,0.0,0.0, and and so i think i've changed my mind about this i know,happy-anger,QkMTYY69JYQ_50.0985_52.9930.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, it'll be some tastes of home as well again it's,low-intensity-happy,QoIsjc4-GIg_504.6000_506.8061.wav
0.0,0.0,0.0,0.33333334,0.6666667,0.0, so like a meal at mcdonalds is about like five to six euros which,disgust,QoIsjc4-GIg_530.4125_535.3712.wav
0.0,0.0,0.0,0.0,0.0,0.0, i i certainly would try a cell phone and call the dispatcher on the cell phone let them know my,none,QzdEjKQFisQ_107.4313_112.9188.wav
0.0,0.0,0.0,0.0,0.0,0.0, consultants hiring for the role we are not a chore,none,RE-LIPOFnrE_74.1600_76.8861.wav
0.0,0.0,0.0,0.0,0.33333334,0.0, why would you be unemployed rate you know,low-intensity-disgust,RE-LIPOFnrE_119.6278_122.4924.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, and i are the electric shock jump routine done this and i have bernie,low-intensity-sad,RIAEgUKtzxw_14.0100_20.3560.wav
0.33333334,0.6666667,0.0,0.0,0.0,0.0, yeah burning okay and then how's your experience been like with dr polls in here at the bellevue pain institute,sad,RIAEgUKtzxw_20.3560_27.7110.wav
1.0,0.0,0.0,0.0,0.0,0.0, instead of repeating myself over and over again here's my answer i don't know,happy,RImmdklTOW0_21.4030_27.5310.wav
0.33333334,0.0,0.6666667,0.6666667,0.0,0.0, is ready here to ask for less information,anger-surprise,RS5WM3q2ZZQ_6.4580_10.7780.wav
0.33333334,0.0,0.33333334,0.0,0.0,0.0, there are so many moving pieces here,low-intensity-happy-anger,RS5WM3q2ZZQ_38.2905_39.6220.wav
0.33333334,0.0,1.0,0.0,0.0,0.0, the greater madison chamber of commerce's next bowl event held in conjunction with the festival was a perfect complement and emphasize the importance of new technology startups to the health and vibrancy of the entire business sector,anger,RST6PgpsLws_18.3408_31.1317.wav
0.0,0.0,0.0,0.0,0.0,0.0, if you commit yourself to someone it changes you commitment change,none,RadU51t1kL0_113.6585_117.4210.wav
0.0,0.0,0.0,0.0,0.0,0.0, who meets a famous actor by chance,none,RdExUaEIWIk_0.0000_2.4815.wav
0.0,0.0,0.0,0.0,0.0,0.0, her father is the author of the popular webcomic w,none,RdExUaEIWIk_27.3205_31.3715.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, as for cows i thought that there could be nothing wrong with the area that cows just produce milk,sad,RgubFcmvgDE_38.5640_43.0650.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, it's a natural process of how could that be cruel,sad,RgubFcmvgDE_43.0650_45.6840.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, many of the world's poor things have access to education and in fact have been to third six ninth grade,low-intensity-happy,RqOgkJbqFXg_26.9265_34.0760.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, and the,happy,Rse6laKf1i8_8.5220_12.9730.wav
1.0,0.0,0.0,0.6666667,0.0,0.0, thank you guys so much for having me tonight a few weeks ago,happy-surprise,Rse6laKf1i8_12.9730_17.6336.wav
1.0,0.0,0.0,0.0,0.0,0.0, but i realized that my fear and my nervousness is overcome by how much i want to,happy,Rse6laKf1i8_40.1562_44.4116.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, just fatigue a suicide also,low-intensity-happy,Rugd2NMu4bA_43.3190_47.2961.wav
0.0,0.0,0.0,0.0,0.0,0.0, the church is pretty,none,Rugd2NMu4bA_49.3293_51.5764.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, from yoga and i see my brother walking down the street,low-intensity-happy,RvIohowRPAk_62.8766_65.6652.wav
0.0,0.6666667,0.0,0.33333334,0.0,0.33333334, happening or like kuma ran away fireworks,sad,RvIohowRPAk_74.9779_77.6641.wav
0.0,0.33333334,0.0,0.0,0.0,0.33333334, the speaker is may fourteenth march eight years of incarceration for iran seven behind leaders,low-intensity-sad-fear,RwcTz-tOIeo_0.0000_7.1665.wav
2.0,0.0,0.0,0.0,0.0,0.0, they do you have great customer support whenever i call it the question so that's,happy,S2znq3iRPwE_41.5535_45.3510.wav
0.33333334,0.33333334,0.0,0.0,0.0,0.33333334, my name is patricia,low-intensity-happy-sad-fear,S6S2XL0-ZpM_2.2973_3.2651.wav
0.0,0.0,1.6666666,0.0,0.0,0.0, not because a tree fell on him,anger,S9PDgK7fpJI_162.1567_164.4975.wav
0.0,0.0,0.33333334,0.0,0.0,0.0, because they were being horribly abused but because,low-intensity-anger,S9PDgK7fpJI_164.4975_167.4569.wav
0.0,0.0,0.6666667,0.0,0.33333334,0.0, donald trump hasn't done it right,anger,S9PDgK7fpJI_123.9746_125.4662.wav
0.0,0.6666667,0.33333334,0.0,0.0,0.0, nonetheless the the situation on the island is dire,sad,S9PDgK7fpJI_143.7186_148.2394.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, is the one street over it can be the end of your investment,sad,SGsiGz2fdpo_57.2224_61.1884.wav
0.33333334,0.6666667,0.0,0.0,0.0,0.0, another service that we offer is the renovation,sad,SGsiGz2fdpo_61.1884_65.1893.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, i got quite the extensive background checking that i do,low-intensity-sad,SGsiGz2fdpo_86.2964_89.7435.wav
1.0,0.33333334,0.0,0.0,0.0,0.0, we have experience with that we have,happy,SGsiGz2fdpo_135.4995_137.2916.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, we know the timing of it also we're happy to work with you through that,low-intensity-happy,SGsiGz2fdpo_137.7782_141.8302.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, right now they are enjoying their twelve to eighteen percent return on invest,happy,SGsiGz2fdpo_17.5127_22.9553.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, one of the first things that we do is we find the location of the house,low-intensity-happy,SGsiGz2fdpo_28.7073_33.5862.wav
0.33333334,1.0,0.0,0.0,0.0,0.0, why wait problem was starting to really affect my life,sad,SI39azgVUR8_15.6070_18.9890.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, and during that workshop david said something that has kind of stuck with me and resonated ever since,happy,SLi2gT5H6m8_47.1405_52.1650.wav
0.0,0.33333334,0.0,0.0,0.33333334,0.0, a lot of them feel like the elections are rigged my vote doesn't really matter i can't make a difference,low-intensity-sad-disgust,STeqtJLakQQ_27.4500_33.0825.wav
0.0,0.0,0.33333334,0.0,0.0,0.0, out there and it's really difficult to fight against that you have,low-intensity-anger,STeqtJLakQQ_39.8570_43.4650.wav
0.0,0.0,0.33333334,0.0,0.0,0.0, several business owner said they're cutting back benefits and asking employees to pay more out of pocket,low-intensity-anger,SWHmteF5Rlk_35.9805_40.6455.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, we will also commenced translating these apps for android devices to greatly expand our potential install base,happy,SWhfaL7AdEc_104.8695_110.9020.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, what we could do if you actually have developed large amounts of time to it,low-intensity-happy,SYnygYs-fAg_64.0270_67.3845.wav
0.0,0.0,0.33333334,0.33333334,0.33333334,0.0, and and the second thing is because it's my constitutional right,low-intensity-anger-disgust-surprise,SZRxuS6fn9s_15.4125_19.8880.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, now these are raised specific theme parties and for those parties,happy,ShgrdU9WAJE_98.9660_104.4650.wav
0.6666667,0.33333334,0.0,0.0,0.0,0.33333334, another thing that we do that's really here in beverly hills as we appeal to the tourist trade,happy,ShgrdU9WAJE_123.2910_129.7890.wav
0.0,0.0,0.0,0.0,0.0,0.0, may have to go to,none,So3bPzg2bq0_93.4900_94.5077.wav
0.0,0.0,0.0,0.0,0.0,0.0, i want to go over the basics of sentencing with you today,none,So3bPzg2bq0_6.7172_9.5807.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, at out to create something that would perhaps encourage someone to follow hannah's,happy,SrMN3rwvCsE_0.0000_6.2385.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, that proposal was failed zero,low-intensity-sad,StgqrTr0JqU_56.2995_58.7790.wav
0.0,0.33333334,0.0,0.0,0.33333334,0.0, the hardest work you will eleven to,low-intensity-sad-disgust,SxbTZjZD0vU_0.0000_1.8335.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, you know with physical waves you need to get into the dirt,low-intensity-happy,SxbTZjZD0vU_21.7830_25.6295.wav
0.0,0.0,1.0,0.0,0.0,0.0, it really depends on the interest rate pitcher king on that student loan debt,anger,SzJf6viBWBg_11.6850_16.4250.wav
0.6666667,0.0,0.33333334,0.0,0.0,0.0, in congress and i'll stand up for oregon families and small businesses,happy,T-vqHR989bM_15.2880_19.4200.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, and those things made it extraordinary special but,happy,T1icdxz0TNs_9.5510_13.6630.wav
0.0,0.0,0.0,0.0,0.0,0.0, this is a clear breach of longstanding international norms and practice,none,T4e4Ba1sRg0_64.7640_71.6110.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, on a computer i swear by grammar,happy,TBCjKGYBNIo_104.1059_106.3209.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, it checks your spelling and grammar it's a plugin for your browser it's easy,happy,TBCjKGYBNIo_106.3209_110.4116.wav
0.0,0.0,0.0,0.0,0.0,0.0, yes this is happening,none,TBCjKGYBNIo_15.4524_17.2732.wav
0.0,0.0,0.0,0.0,0.0,0.0, in a word yes,none,TBCjKGYBNIo_41.6168_43.8379.wav
1.0,0.0,0.0,0.0,0.0,0.0, it also sometimes those don't match up with been on the marketing side,happy,TNwwVWA-oAE_107.9660_112.2780.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, in short this new building represents a better way of doing business for nasa the federal government and the american people,happy,TO5HjoK8Iu8_87.6185_95.5455.wav
0.0,0.0,0.0,0.0,0.0,0.0, also have potential business leverage to curry favor with president trump take china,none,TSDC7CCyeGY_9.9100_14.6293.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, and what will end up doing is talking about who these people are,sad,TVhXqAI9gyA_71.8890_76.5000.wav
0.0,0.0,0.0,0.0,0.0,0.0, new series of videos that i'm calling youtube traffic tricks if you're in,none,Ta_IgA3XJ3s_5.6090_10.2600.wav
0.0,0.0,0.0,0.0,0.0,0.0, increase your website's traffic help you to grow your mailing list or help you to increase,none,Ta_IgA3XJ3s_132.4200_137.0220.wav
0.0,0.0,0.0,0.0,0.0,0.0, in two years,none,TbZPa_keawc_77.0773_77.6061.wav
0.33333334,0.6666667,0.0,0.0,0.33333334,0.0, as i was saying the case of eva especially who was just thirteen and,sad,TbZPa_keawc_51.5354_56.0751.wav
0.0,0.0,0.0,0.0,0.0,0.0, canada's oil and gas industry benefits the entire country in there are so many ways the we can help grow in increase those benefits for manitobans and all canadians,none,TksWzxo81Mk_51.2760_60.0410.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, i'm also the director of the biomarkers lab,happy,TwTLsgfpKvA_4.7415_7.9690.wav
2.0,0.0,0.0,0.0,0.0,0.0, fill it in leave room for the eyes,happy,TxRS6vJ9ak0_147.9400_150.4992.wav
2.6666667,0.0,0.0,0.0,0.0,0.0, white i dunno if that matters is probably not then,happy,TxRS6vJ9ak0_181.5237_185.2003.wav
0.0,1.0,0.0,0.0,0.0,0.33333334, this video might not be sufficient for you and with the problems that you might encounter,sad,U4-u5NZLA_w_45.9770_51.6560.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, otherwise they're going to be paying for it for their whole lives,low-intensity-sad,U8Ewftg_8CI_50.3630_53.1120.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, and what an adventure it has been,happy,UK_IXtJ2BqI_30.8324_33.9304.wav
0.0,1.0,0.0,0.0,0.0,0.0, i am tired of working so hard,sad,UK_IXtJ2BqI_19.3984_21.4537.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, model so complex model the sir complex model of emotion was first developed by james russell,low-intensity-sad,UPghCarcnMc_3.9040_9.5010.wav
0.0,0.0,0.0,0.0,0.0,0.0, and a mismatch were contradiction between statuses is called a status inconsistency,none,UUukBV82P9A_37.5820_41.9970.wav
1.0,0.0,0.0,0.0,0.0,0.0, beyond this difference there's also the fact that some statuses are more important than others,happy,UUukBV82P9A_3.5640_7.6650.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, ceos are college educated for example but they aren't always,happy,UUukBV82P9A_34.4140_37.5820.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, a shame or an interview this communicates,happy,UXvMaHD9kmA_42.2950_45.5090.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, not to your notes not to the wall not to anything but a person,happy,Uc-0G7RRxoY_22.5500_27.1020.wav
3.0,0.0,0.0,0.0,0.0,0.0, and don't forget to subscribe to our youtube channel by clicking the button right there and you'll get a new job search video every wednesday,happy,UeOIb6s0pVM_50.1335_56.4650.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, i'm a very motivated worker and fast learner,happy,UeOIb6s0pVM_18.4605_21.0050.wav
2.6666667,0.0,0.0,0.0,0.0,0.0, so thanks for joining us today,happy,UeOIb6s0pVM_32.8180_34.6290.wav
2.0,0.0,0.0,0.0,0.0,0.0, one yourself a free wristband,happy,UfLMdSGGQVw_125.8801_127.7558.wav
2.3333333,0.0,0.0,0.0,0.0,0.0, metal on featuring the best artists and the metro detroit area,happy,UgTM9y2rD38_12.0650_16.3370.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, we see today team one chevrolet buick gmc,happy,Uiq0lf9ibF8_6.9060_10.0510.wav
0.0,0.0,0.0,0.0,0.0,0.0, in reality also staff can't do inspections,none,UtuTyW9pUN8_20.4410_23.9930.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, the can't build phase device relationships with clients and i cannot be licensed,low-intensity-happy,UtuTyW9pUN8_23.9930_29.3159.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, we have a bunch of case studies with clients that way we explore their fears brought out sourcing and the reality after working with us,low-intensity-happy,UtuTyW9pUN8_36.8138_43.5048.wav
0.6666667,0.33333334,0.0,0.0,0.0,0.0, there were more jobs in indiana now than before,happy,VA6lVHlj5d0_16.6930_20.9000.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, is roughly,low-intensity-happy,VN1IPN1TL3Q_35.6116_36.1902.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, miss watson the physical to you we looked at the quarterly me,happy,VUrTT7xsrec_39.6110_42.8260.wav
0.0,0.33333334,0.0,0.0,0.6666667,0.0, angela how come you don't see vegas especially him was going to,disgust,VWik5oKP6IU_347.9054_351.7678.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, very few people do that ,happy,VWik5oKP6IU_312.1556_314.5125.wav
0.0,0.0,0.6666667,0.0,1.0,0.0, i mean if you want to be a racist okay i'm most interested in that,anger-disgust,VWik5oKP6IU_343.9832_347.9054.wav
0.0,0.0,1.3333334,0.0,0.0,0.0, i know a lot of people tune into the show on a nightly basis to get their news and information know they can,anger,Va54WZgPTdY_8.9810_15.2390.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, check here if you think depth first will always find that,low-intensity-sad,Ve-mmCM8TI0_105.8715_109.3450.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, whatever it is that you're going out for you need to show that are absolutely responsible,low-intensity-sad,VhKJm_jiciU_83.5875_89.1500.wav
0.0,0.0,0.0,0.0,0.0,0.0, you know the importance of word of mouth and growing your business,none,VjAvqFXEmmk_7.2610_10.6135.wav
